name,website,frame_maker,open_year,close_year,logo_url 
Skratch Labs, , , , , 
SKS, , , , , 
Skyway , , true, , , 
Slime, , , , , 
SLS3, , , , , 
Smartwool, , , , , 
S&M Bikes, http://www.sandmbikes.com, true, , , 
SockGuy, , , , , 
Sohrab Cycles, http://www.sohrab-cycles.com/index.php, true, , , 
Sole, , , , , 
Solé Bicycle Co., http://www.solebicycles.com/, true, , , 
Solex, http://www.solexworld.com/en/, true, , , 
Solio, , , , , 
Soma, www.somafab.com, true, , , 
Somec, http://www.somec.com/, true, , , 
Source, , , , , 
Spalding Bicycles, , true, , , 
Sparta B.V., , true, , , 
Specialized, http://www.specialized.com/us/en/home/, true, , , 
Spectro Oil, , , , , 
Speedfil, , , , , 
Speedwell bicycles, , true, , , 
Spenco, , , , , 
SpiderTech, , , , , 
Spinskins, , , , , 
Spooky, http://www.spookybikes.com, true, , , 
Sportlegs, , , , , 
Sportourer, , , , , 
SportRack, , , , , 
Sprintech, , , , , 
Squeal Out, , , , , 
Squire, http://www.squirelocks.co.uk/security_advice/secure_your_bicycle.html, false, , , 
Sram, http://www.sram.com, false, , , 
SRAM, , , , , 
SR Suntour, , , , , 
SST, , , , , 
Staiger, http://www.staiger-fahrrad.de/, true, , , 
Stanley, , , , , 
Stan's No Tubes, , , , , 
Star Motor Company, , true, , , 
START, , , , , 
State Bicycle Co., http://www.statebicycle.com/, true, , , 
Steadyrack, , , , , 
Stein, , , , , 
Stein Trikes, http://www.steintrikes.com/index.php, true, , , 
Stelber Cycle Corp, , true, , , 
Stella, , true, , , 
Stem CAPtain, , , , , 
Sterling Bicycle Co., , true, , , 
Steve Potts, http://www.stevepottsbicycles.com, true, , , 
Stoemper, http://stoemper.com/, true, , , 
Stolen Bicycle Co., , true, , , 
Stolen Bikes, http://www.stolenbmx.com/, true, , , 
Stolen Parts, , , , , 
Stop Flats 2, , , , , 
Strada Customs, http://www.stradacustoms.com, false, , , 
Straitline, , , , , 
Strida, , true, , , 
Strider Sports, , , , , 
St. Tropez, , true, , , 
Sturmey-Archer, , , , , 
Subrosa, , , , , 
Suelo, , , , , 
Sugino, , , , , 
Sun, , true, , , 
Sunday, http://www.sundaybikes.com, true, , , 
SunRace, , , , , 
Sun Ringle, , , , , 
Suomi, , , , , 
Superfeet, , , , , 
Supernova, , , , , 
Surly, http://surlybikes.com, true, , , 
Sutherlands, , , , , 
Suunto, , , , , 
Suzuki, , true, , , 
SWEAT GUTR, , , , , 
Swix, , , , , 
Swobo, http://shop.swobo.com/, true, , , 
Syntace, , , , , 
Tacx, , , , , 
Takara, http://takarabikes.com/, true, , , 
Tamer, , , , , 
Tangent Products, , , , , 
Tange-Seiki, , , , , 
Tec Labs, , , , , 
Tektro, , , , , 
Tern, http://www.ternbicycles.com/us/, true, , , 
Terrot, , true, , , 
Terry, , , , , 
The Albion, , , , , 
The Arthur Pequegnat Clock Company, , true, , , 
The Hive, , , , , 
The Shadow Conspiracy, , , , , 
TH Industries, , , , , 
Thinksport, , , , , 
Thomas Motor Company, , true, , , 
Thomson, , , , , 
Thorn Cycles, , true, , , 
Thule, , , , , 
Ti Cycles, http://ticycles.com/, true, , , 
TI Cycles of India, , true, , , 
Tigr, http://tigrlock.com, false, , , 
Timbuk2, , , , , 
Time, http://www.time-sport.com/, true, , , 
Timex, , , , , 
Tioga, , , , , 
Titan, http://www.titanracingbikes.com/, true, , , 
T Mat Pro, , , , , 
Toko, , , , , 
Tommaso, http://tommasobikes.com/, true, , , 
Topeak, , , , , 
TorHans, , , , , 
Torker, , true, , , 
Transition Bikes, http://www.transitionbikes.com/, true, , , 
Tranz-X, , , , , 
Tree, , , , , 
Trek, http://www.trekbikes.com/us/en/, true, , , 
Tressostar, , , , , 
TriFlow, , , , , 
Trigger Point, , , , , 
Trik Topz, , , , , 
TriSlide, , , , , 
TriSwim, , , , , 
Triumph Cycle, , true, , , 
TRP, , , , , 
TruVativ, , , , , 
Tubasti, , , , , 
Tufo, , , , , 
Tunturi, , true, , , 
Turner Suspension Bicycles, , true, , , 
Twin Six, , , , , 
TwoFish, , , , , 
TYR, , , , , 
UCLEAR, , , , , 
UCO, , , , , 
Uline, , , , , 
Ultimate Survival Technologies, , , , , 
UltraPaws, , , , , 
Umberto Dei, http://umbertodei.it/index.htm, true, , , 
Unior, , , , , 
Univega, , true, , , 
Unknown, , , , , 
Unknown manufacturer, , true, , , 
Urago, , true, , , 
Utopia, , true, , , 
Valdora, , true, , , 
Vargo, , , , , 
Various Manufacturers, , , , , 
Vee Rubber, , , , , 
Velo, , , , , 
Velocity, , , , , 
Velomotors, , true, , , 
Velo Orange, , , , , 
Velo Press, , , , , 
Velorbis, http://www.velorbis.com/velorbis-collections/velorbis-bicycles, true, , , 
VéloSoleX, , true, , , 
Velo Vie, , true, , , 
Velox, , , , , 
Verde, http://verdebmx.com/2013completes/, true, , , 
Versa, , , , , 
Vilano, http://www.vilanobikes.com, true, , , 
Villy Customs, , true, , , 
Vincero Design, , , , , 
Vindec High Riser, , true, , , 
Virtue, http://www.virtuebike.com, true, , , 
Vision, , , , , 
Vittoria, , , , , 
Vitus, , true, , , 
Volume, , , , , 
Volume Bikes, http://volumebikes.com/, true, , , 
VP Components, , , , , 
Wabi Cycles, http://www.wabicycles.com/index.html, true, , , 
Wahoo Fitness, , , , , 
Wald, , , , , 
Walking Bird, , , , , 
Waterford Precision Cycles, , true, , , 
WD-40 Bike, , , , , 
Wellgo, , , , , 
WeThePeople, , true, , , 
Wheels Manufacturing, , , , , 
Wheelsmith, , , , , 
Where to Bike, , , , , 
Whisky Parts Co, , , , , 
Whispbar, , , , , 
White Bros, , , , , 
White Lightning, , , , , 
Wigwam, , , , , 
Wilderness Trail Bikes, , true, , , 
Wilier Triestina, , true, , , 
Williams, , , , , 
Willworx, , , , , 
Win, , , , , 
Windsor, http://www.windsorbicycles.com/, true, , , 
Winora, http://www.winora.de/, true, , , 
Wippermann, , , , , 
Witcomb Cycles, , true, , , 
Witz, , , , , 
Wooden Bike Coffee, , , , , 
WorkCycles, http://www.workcycles.com/, true, , , 
Worksman Cycles, , true, , , 
World Bicycle Relief, , , , , 
World Jerseys, , , , , 
Wright Cycle Company, , true, , , 
WTB, , , , , 
X-Fusion, , , , , 
X-Lab, , , , , 
Xootr, , true, , , 
Xpedo, , , , , 
Xtracycle, http://www.xtracycle.com/, true, , , 
Yakima, , , , , 
Yaktrax, , , , , 
Yamaguchi Bicycles, http://www.yamaguchibike.com/content/Index, true, , , 
Yamaha, , true, , , 
Yankz, , , , , 
YST, , , , , 
Yuba, http://yubabikes.com/, true, , , 
Yurbuds, , , , , 
Zensah, , , , , 
Zigo, , true, , , 
Zipp Speed Weaponry, , , , , 
Zoic, , , , , 
Zoom, , , , , 
Zoot, , , , , 
